SBA FRANCHISE IDENTIFIER CODE|BRAND|MEETS FTC DEFINITION OF A FRANCHISE?|IS AN  ADDENDUM NEEDED?|SBA ADDENDUM - Form 2462|SBA NEGOTIATED ADDENDUM|SBA FRANCHISE IDENTIFIER CODE Start Date|ZXA4
|American General Life Insurance - Agency Agreement|N|N|||5/10/2020|
|American General Life Insurance - Life Insurance Solicitor Sales Agreement|N|N|||5/10/2020|
S2336|American Grilled Cheese Kitchen|Y|Y|Y|N|1/1/2018|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
|American Hydrotherapy Systems - Specialty Retail Dealership Agreement |N|N|||11/14/2018|
|American Income Life Insurance Company - Agent Contract|N|N|||11/13/2020|
|American Integrity Managing General Agency, LLC - Limited Agency Agreement|N||||2/20/2019|Agreement is a limited agreement only for Endorsements or changes to existing policies - the agreement does NOT provide authority to initiate new applications or cancellations.
S4250|American Kolache|Y|Y|Y|N|6/7/2019|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Lease Provisions Addendum to Lease and Collateral Assignment of Lease may not be used.
S0109|American Leak Detection|Y|Y|Y|N|10/1/2017|
|American National Life Insurance - General Agent's Agreement|N|N|||5/10/2020|
S0110|American Poolplayers Association|Y|Y||Y|10/1/2017|
S5590|American Recruiters|Y|Y|Y|N|6/15/2020|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S0111|American Robotics Academy|Y|Y||Y|10/1/2017|
|American Traditions Insurance Company - Flood Insurance Agreement|N|N|||6/25/2019|
S0102|AmeriCare|Y|Y|Y|N|10/1/2017|
S0112|Americas Best Value Inn|Y|Y|Y|N|10/1/2017|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S0104|AmericInn by Wyndham|Y|Y|Y|N|10/1/2017|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S0046|AMERIHOST INN/AMERIHOST INNS & SUITES|Y|Y|Y|N|10/1/2017|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S5812|Amerikick|Y|Y|Y|N|8/4/2020|
S0113|Ameriprise Financial|Y|Y||Y|10/1/2017|
S0103|AmeriSpec Inspection Services|Y|Y|Y|N|10/1/2017|
S0047|AMERISUITES|Y|Y|Y|N|10/1/2017|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
|Ameritel Management, Inc. (T-Mobile) Operator Agreement|N|N|||7/29/2020|
S3398|AmeriVu Inn & Suites|Y|N|||8/14/2018|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
|Ametek Powervar  - Sales Representative Agreement|N|N|||4/10/2020|
S0114|Amici Italian Cafe|Y|Y||Y|10/1/2017|
S2101|Amorino Gelato Al Naturale|Y|Y||Y|10/1/2017|
S2001|amramp|Y|Y||Y|10/1/2017|
S0115|Amsterdam Falafelshop|Y|Y||Y|10/1/2017|
|AmTrust North America - Agency Company Agreement|N|N|||12/11/2018|
|AmWINS Group, LLC - National Producer Agreement|N||||4/9/2020|
S2717|Anabi Oil Corporation (Retailer Product Sales Agreement)|Y|Y|Y|N|2/28/2018|Distributor may not file anything against the SBA Real Estate Collateral
S0116|Anchor Bar|Y|Y||Y|10/1/2017|
|Anchor Insurance Managers, Inc - Limited Producer Agreement|N|N|||3/26/2019|
S5904|Anderson Oil Co., Inc. (BP/Shell/Exxon) Sales and Supply Agreement|Y|Y|Y|N|9/3/2020|Distributor may not file anything against the SBA Real Estate Collateral
S0117|Andy OnCall|Y|Y||Y|10/1/2017|
S0118|Andy's Frozen Custard|Y|Y||Y|10/1/2017|
S6326|Andy’s Sprinkler, Drainage, and Lighting|Y|Y|Y|N|2/12/2021|
S4764|Angel Cleaning Company|Y|Y|Y|N|12/26/2019|
S5832|Angel Nails|Y|Y|Y|N|8/6/2020|If the Franchisor and/or its affiliates provide the Applicant with a credit advance, Lender/CDC must include the availability of the advance in the credit elsewhere determination in accordance with SOP 50 10
S0048|ANGEL'S GEAT FOOD & ICE CREAM|Y|Y|Y|N|10/1/2017|
S4107|Angry Crab Shack|Y|Y|Y|N|4/16/2019|
|Anheuser-Busch Equity Agreement|N|N|||3/22/2018|
S2479|Anjappar Chettinad |Y|Y|Y|N|1/30/2018|
S0119|Annex Copy Center (Retail Center)|Y|Y|Y|N|10/1/2017|
S5757|Anodyne Pain & Wellness Solutions|Y|Y|Y|N|7/22/2020|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S0120|Another Broken Egg Cafe|Y|Y||Y|10/1/2017|
S6363|AnswerCare|Y|Y|Y|N|2/22/2021|
|Anthem Blue Cross - Agent Agreement|N|N|||5/29/2018|
S4607|Anthony's Pizza & Pasta|Y|Y|Y|N|10/16/2019|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Conditional Assignment of Lease may not be executed.
S0049|ANTICIPATION IMAGING PARTNERS|Y|Y|Y|N|10/1/2017|
S4436|Antioch Pizza Shop|Y|Y|Y|N|7/30/2019|
S5586|ANTONINO'S PIZZA|Y|Y|Y|N|6/15/2020|
S0121|Any Lab Test Now|Y|Y||Y|10/1/2017|
S0050|ANYTHING JOES|Y|Y|Y|N|10/1/2017|
S0122|Anytime Fitness|Y|Y|Y|N|10/1/2017|
|Aon Specialty Product Network - Unified Producer Agreement|N|N|||1/26/2021|
|APEX Dynamics USA - Sales Representation Agreement|N|N|||9/28/2020|
S0123|Apex Energy Solutions|Y|Y||Y|10/1/2017|
S0124|Apex Fun Run|Y|Y||Y|10/1/2017|
S3004|Apex School of Movement (Brand License Agreement)|Y|Y|Y|N|4/24/2018|
S0125|ApexNetwork Physical Therapy|Y|Y||Y|10/1/2017|
S6032|Apola Greek Grill|Y|Y|Y|N|10/14/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Conditional Assignment & Assumption of Lease may  not be executed.
S4880|APOLLO'S|Y|Y|Y|N|2/19/2020|
S2648|Apple SpiceTM|Y|Y|Y|N|2/21/2018|
|Apple, Inc. - Apple Authorized Service Provider Agreement|N|N|||4/21/2021|
|Apple, Inc. - Authorized Reseller Agreement|N|N|||12/17/2020|
S4777|Applebee's Neighborhood Grill & Bar|Y|Y|Y|N|12/31/2019|
S0126|Apricot Lane|Y|Y||Y|10/1/2017|
S0127|Aprisa Mexican Cuisine|Y|Y|Y|N|10/1/2017|
S3091|Apro Distribution LLC - Motor Fuel Supply Contract |Y|Y||Y|5/8/2018|Distributor may not file anything against the SBA Real Estate Collateral.
S3846|Aqua S|Y|Y|Y|N|2/5/2019|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10. 
S0128|Aqua-Tots Swim Schools|Y|Y||Y|10/1/2017|
S6578|AquaFin Swim School|Y|Y|Y|N|5/5/2021|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S3338|AR HOMES® f/k/a Arthur Rutenberg Homes|Y|Y|Y|N|7/31/2018|
S2967|AR Workshop|Y|Y|Y|N|4/16/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Addendum to Lease may not be executed
S0051|ARAYA CLEAN|Y|Y|Y|N|10/1/2017|
S0130|Arby's|Y|Y||Y|10/1/2017|
S0131|Archadeck|Y|Y||Y|10/1/2017|
S4789|Arcimoto|Y|Y|Y|N|1/14/2020|This listing is for the vehicle rental business only.
S2102|Arco (BP) Contract Dealer Gasoline Agreement - Fuel Only|Y|Y||Y|10/1/2017|Not Eligible for SBA Financing if BP previously owned the real estate
S2103|Arco (Tesoro) Contract Dealer Gasoline Agreement - Fuel Only|Y|Y||Y|10/1/2017|Not Eligible for SBA Financing if BP previously owned the real estate
S0052|ARCpoint Labs|Y|Y||Y|10/1/2017|
S2104|Arctic Circle|Y|Y||Y|10/1/2017|
|Arete Wealth Advisors|N|N|||4/10/2018|
|Ariens Company Dealer Agreement|N|N|||3/22/2018|
S0053|ARISTOCARE|Y|Y|Y|N|10/1/2017|
S2105|Arizona Fuel Distributors LLC (Shell) Retailer Product Sales Agreement|Y|N|||10/1/2017|
|Arlington/Roe & Co., Inc. - Brokerage Agreement|N|N|||6/25/2019|
S5805|Armada Oil & Gas Co. (BP) Product Supply Agreement|Y|Y|Y|N|8/4/2020|Distributor may not file anything against the SBA Real Estate Collateral
S0133|Armstrong McCall|Y|Y||Y|10/1/2017|
S0134|Aroma Espresso Bar|Y|Y|Y|N|10/1/2017|
S0135|Aroma Joe's|Y|Y||Y|10/1/2017|Because the Franchisor requires the owner of the real estate to lease the premises to the Franchisor, who then leases the premises back to the franchisee (often in their individual capacity), the Applicant is only eligible if the Franchisor either leases the premises directly back to the entity that operates the franchise (i.e., the operating company/Applicant), or the lease between the Franchisor and the individuals is assigned to the entity that operates the franchise.
S0136|Arooga's Grille House & Sports Bar|Y|Y||Y|10/1/2017|
S4184|Arpin Van Lines, Inc Carrier Agency Agreement and Compensation Schedule|Y|Y|Y|N|5/7/2019|
S2456|Art Van|Y|Y|N|Y|1/24/2018|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10
S3427|ArteVino Studio|Y|Y|Y|N|8/21/2018|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Option to Assume Lease Agreement may not be executed.
S4077|Arthrex - Agent Agreement|Y|Y||Y|4/9/2019|
|Arthur J. Gallagher Risk Management Services, Inc. Broker Agreement|N|N|||12/4/2018|
S0137|Arthur Murray Dance Studio/ Arthur Murray Studio|Y|Y|Y|N|10/1/2017|
S5372|Artichoke Basille’s Pizza|Y|Y|N|Y|5/2/2020|Only the negotiated addendum may be used.
S6773|Artichoke Strategic Worldwide, LLC - License Agreement|Y|Y|Y|N|8/19/2021|
S5975|As Close as Family|Y|Y|Y|N|9/24/2020|When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Collateral Assignment of Lease may not be executed.
S0138|Ascend Hotel Collection by Choice|Y|N|||10/1/2017|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S0054|ASHLEY AVERY'S COLLECTABLES|Y|Y|Y|N|10/1/2017|
|Ashley Homestores, LTD - Trademark Usage Agreement|N||||4/8/2020|
S2565|ASI|Y|Y|Y|N|2/14/2018|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10. 
S2609|ASI Sign Systems|Y|Y|Y|N|2/21/2018|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10. 
|ASI Underwriters Corp - Producer Agreement|N|N|||12/29/2020|
S2106|Asian Chao|Y|Y||Y|10/1/2017|
S2507|Ask-Carol|Y|Y|Y|N|1/30/2018|1.  Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.  2.  When the real estate where the franchise business is located will secure the SBA-guaranteed loan, the Conditional Selection Site Addendum, Addendum to Lease, Consent and Agreement of Landlord may not be executed.
S0055|ASP - America's Swimming Pool Company|Y|Y||Y|10/1/2017|
S0139|Aspen Leaf Frozen Yogurt|Y|Y||Y|10/1/2017|
S3674|Assist 2 Sell|Y|Y|Y|N|11/14/2018|
S0140|Assist U2 Build|Y|Y|Y|N|10/1/2017|
S0141|Assisted Living Locators|Y|Y||Y|10/1/2017|
S0142|Assisting Hands Home Care|Y|Y||Y|10/1/2017|
|Associated Food Stores (Membership Agreement)|N||||5/15/2018|
|"Associated Wholesale Grocers, Inc. (""AWG"") - Membership Agreement"|N|N|||5/29/2019|
S0057|ASSURANCE HOME CARE|Y|Y|Y|N|10/1/2017|
S5205|Aston Martin Lagonda of North America, Inc - Retail Dealer Sales and Services Agreement|Y|Y|Y|N|4/17/2020|Manufacturer may not file anything against the SBA Real Estate Collateral
S2541|Astro Jump|Y|Y|Y|N|2/14/2018|
S5576|At Home Elder Care|Y|Y|Y|N|6/10/2020|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S6054|At Home Hearing Healthcare|Y|Y|Y|N|10/23/2020|
S0026|At Work|Y|Y|N|Y|10/1/2017|1. Lender/CDC must perfect a security interest in the franchisee's portion of the franchisor's accounts receivable as described in the SBA Negotiated Addendum. 2. Lender may only use the SBA Negotiated Addendum..
S5804|At Your Side Home Care (limited to specific counties in Texas)|Y|Y|Y|N|8/4/2020|
S5658|ATA Advanced School License Agreement|Y|Y|Y|N|7/2/2020|
S2766|ATA International (License Agreement)|Y|Y|Y|N|3/22/2018|
S0058|ATAX|Y|Y|Y|N|10/1/2017|
S2333|ATAX Cloud Bookkeeping|Y|Y|Y|N|1/1/2018|
S0059|ATC Healthcare Services|Y|Y|Y|N|10/1/2017|
S0143|Athena Learning Centers|Y|Y|Y|N|10/1/2017|
S0144|Athletic Republic|Y|Y|Y|N|10/1/2017|
S0060|ATHLETIC REVOLUTION|Y|Y|Y|N|10/1/2017|
S0061|ATL Wings Your Way|Y|Y|Y|N|10/1/2017|
S0145|Atlanta Bread Company|Y|Y||Y|10/1/2017|
S0062|ATLANTIC PINSTRIPING|Y|Y|Y|N|10/1/2017|
|Atlas Copco - Distributor Agreement (Nonexclusive)|N|N|||9/10/2019|
|Atlas Van Lines - Agency Agreement|N|N|||8/20/2019|
S6543|AtmosEffect Fitness|Y|Y|Y|N|4/28/2021|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S4756|Atomic Wings|Y|Y|N|Y|12/17/2019|1. Only the SBA Negotiated Addendum may be used.  2. Franchisor may not file anything against real estate collateral.  3. Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S0146|Attibassi Cafe|Y|Y||Y|10/1/2017|
S5063|Atwell Suites|Y|Y|N|Y|4/7/2020|If the Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is  affiliation between the Applicant and the management company.  If the management company is, or is affiliated with, the franchisor, the Applicant is not eligible.
|ATX Wake Boats - Dealer Agreement|N|N|||10/29/2019|
S3133|Au Bon Pain|Y|Y|N|Y|5/22/2018|
S2971|Au Energy (Shell) Retail Sales Agreement|Y|Y|Y|N|4/16/2018|Distributor may not file anything against the SBA Real Estate Collateral
S0147|Aubree's|Y|Y|Y|N|10/1/2017|
S4994|Audi  Dealer Agreement|Y|Y|Y|N|3/31/2020|Manufacturer may not file anything against the SBA Real Estate Collateral
S4454|Augusta Lawn Care|Y|Y|Y|N|8/6/2019|
S0148|Auntie Anne's|Y|Y|Y|N|10/1/2017|
S0149|Aurelio's Is Pizza|Y|Y||Y|10/1/2017|
S0150|Aussie Pet Mobile|Y|Y||Y|10/1/2017|
S0063|AUSTIN GRILL|Y|Y|Y|N|10/1/2017|
S5860|Auto Appraisal Network|Y|Y|Y|N|8/17/2020|Lender/CDC must ensure they secure the appropriate lien position on all collateral in accordance with SOP 50 10.
S3958|Auto Check|Y|Y|Y|N|3/11/2019|
S0151|Auto Driveaway|Y|Y|Y|N|10/1/2017|
S0152|Auto-Lab Complete Car Care Centers|Y|Y||Y|10/1/2017|
|Auto-Owners - Agency Contract (LIfe Insurance Company)|N||||2/20/2019|
|Auto-Owners - Agency Contract (Property and Casualty Companies)|N||||2/20/2019|
|Auto-Owners Insurance (Agency Contract/Limited Agency Agreement)|N|N|||3/22/2018|
S2337|Autograph Collection|Y|Y||Y|1/1/2018|If Applicant also operates under a management agreement with a third party, Lender/CDC must review the management agreement in accordance with SOP 50 10 to determine if there is affiliation between the Applicant and the management company. The Applicant is not eligible if the management company is, or is affiliated with, the franchisor.
S6076|AUTOLUX|Y|Y|Y|N|11/3/2020|
S2107|Automotive Technologies|Y|Y||Y|10/1/2017|
S6747|Auxo Medical|Y|Y|Y|N|7/29/2021|
|Avalon & Tahoe Dealer Agreement|N|N|||8/6/2019|
S5994|Avantax Insurance Agency LLC (f/k/a) H.D. Vest Insurance Agency LLC - Insurance Agent Agreement|Y|Y|Y|N|9/28/2020|
|Avatar Property & Casualty Insurance Company - Producers Agreement|N|N|||3/26/2019|
|Aveda Retail Product Supply Agreement|N|N|||10/1/2017|
|Aveda Salon - Retail Agreement|N|N|||5/26/2021|
S0153|Avendelle (fka The Haven)|Y|N|||10/1/2017|
S6264|AvenueWest|Y|Y|Y|N|1/31/2021|
S4733|AVFuel Corporation – Fixed Base Operator Aviation Fuel Supply Agreement|Y|Y|N|Y|12/5/2019|Distributor may not file anything against the SBA Real Estate Collateral
